Country,NFCR2012,NFCR2013,NFCR2014,NFCR2015,NFCR2016,NFCR2017,NFCR2018,NFCR2019,NFCR2020,CPI2012,CPI2013,CPI2014,CPI2015,CPI2016,CPI2017,CPI2018,CPI2019,CPI2020,AML2012,AML2013,AML2014,AML2015,AML2016,AML2017,AML2018,AML2019,AML2020,ARR2012,ARR2013,ARR2014,ARR2015,ARR2016,ARR2017,ARR2018,ARR2019,ARR2020,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,WES2012,WES2013,WES2014,WES2015,WES2016,WES2017,WES2018,WES2019,WES2020,GE2012,GE2013,GE2014,GE2015,GE2016,GE2017,GE2018,GE2019,GE2020,PV2012,PV2013,PV2014,PV2015,PV2016,PV2017,PV2018,PV2019,PV2020,RQ2012,RQ2013,RQ2014,RQ2015,RQ2016,RQ2017,RQ2018,RQ2019,RQ2020,RL2012,RL2013,RL2014,RL2015,RL2016,RL2017,RL2018,RL2019,RL2020,VA2012,VA2013,VA2014,VA2015,VA2016,VA2017,VA2018,VA2019,VA2020
Morocco,0.0352%,0.0352%,0.0352%,0.0352%,0.1935%,0.2107%,0.1927%,0.2098%,0.1919%,37,37,39,36,37,40,43,41,40,5.97,6.16,5.61,5.56,5.59,6.38,6.22,6.12,5.54,9830,10349,10507,10542,10677,11540,12489,13109,2802,2912.6583,3121.6801,3171.6992,2875.2580,2896.7222,3035.4544,3226.9828,3230.4097,3009.2495,3.5197,3.338,3.5825,3.7162,3.3758,3.2352,3.3463,3.2045,3.24,-0.0593,-0.0353,-0.0749,-0.0623,-0.1064,-0.1932,-0.2106,-0.1195,-0.0301,-0.4705,-0.4930,-0.4463,-0.3415,-0.3126,-0.3740,-0.3452,-0.3399,-0.3267,-0.0832,-0.1161,-0.1304,-0.1707,-0.2350,-0.2272,-0.2858,-0.2115,-0.1173,-0.2092,-0.2480,-0.0652,-0.0890,-0.1584,-0.1665,-0.1380,-0.1354,-0.0884,-0.6057,-0.6986,-0.6863,-0.6283,-0.6205,-0.6678,-0.6802,-0.6473,-0.6086
Mozambique,-0.5340%,-0.5342%,-0.5397%,-0.5400%,-0.6299%,-0.6339%,-0.6406%,-0.6421%,-0.6462%,31,30,31,31,27,25,23,26,25,,7.90,7.92,7.90,7.89,8.08,8.28,8.22,7.81,2206,1970,1751,1634,1715,1514,2870,2033,959,657.6447,664.0775,673.9692,589.8590,428.9267,461.4151,503.3179,503.5707,448.6075,2.6697,2.0822,2.2959,2.4641,2.6403,2.3696,2.4065,1.9701,1.66,-0.6302,-0.6136,-0.7232,-0.7465,-0.8632,-0.8870,-0.8753,-0.8230,-0.7244,0.3905,-0.2270,-0.3360,-0.5139,-1.0940,-0.9287,-0.8246,-0.7492,-1.1611,-0.4482,-0.4027,-0.4053,-0.5004,-0.7046,-0.7281,-0.7525,-0.7246,-0.6905,-0.5861,-0.8156,-0.8104,-0.8489,-1.0515,-0.9863,-1.0417,-1.0202,-1.0222,-0.1977,-0.2563,-0.2460,-0.2700,-0.4153,-0.4208,-0.4933,-0.5430,-0.6013
Myanmar,-0.9277%,-0.9397%,-0.9486%,-0.9577%,-0.9636%,-0.9763%,-0.9860%,-0.9923%,-1.0058%,15,21,21,22,28,30,29,29,28,,,7.89,7.78,7.71,7.58,7.50,7.93,7.86,1059,2044,3081,4681,2907,3443,3551,4364,903,1035.8042,1121.9420,1140.7665,1144.4743,1158.4346,1257.8036,1279.0898,1477.3554,1400.2182,1.3586,1.4975,1.4909,1.6737,1.7694,1.9047,1.8594,2.174,1.97,-1.4814,-1.4976,-1.2800,-1.2388,-0.9764,-1.0466,-1.0654,-1.1494,-0.9965,-0.9437,-1.1404,-1.0876,-1.1651,-0.8046,-1.0848,-1.2689,-1.3281,-1.5131,-1.8346,-1.4945,-1.3803,-1.2225,-0.8683,-0.8299,-0.7480,-0.7608,-0.6323,-1.3547,-1.2339,-1.1858,-1.2366,-0.8872,-0.9440,-1.0330,-1.0630,-1.1788,-1.6201,-1.4616,-1.3440,-1.2190,-0.7968,-0.8647,-0.9052,-0.8573,-0.9443
Namibia,-0.9755%,-0.9852%,-0.9950%,-1.0050%,-1.0152%,-1.0256%,-1.0362%,-1.0470%,-1.0581%,48,48,49,53,52,51,53,52,51,6.80,6.72,6.69,6.67,6.64,6.59,,,,1245,1327,1429,1488,1551,1581,1639,1651,187,5942.2927,5392.0949,5469.9014,4896.6153,4546.9867,5367.1147,5587.9856,5037.3426,4211.0509,2.8519,2.3726,2.4487,2.542,2.6474,3.011,3.3203,3.0557,3.26,0.1386,0.1871,0.1134,0.2479,0.1671,0.1956,0.0886,0.0959,0.0500,0.9781,0.9588,0.6087,0.7331,0.7101,0.6284,0.6915,0.5296,0.6465,0.0759,0.0851,-0.0187,-0.0898,-0.1359,-0.1886,-0.1156,-0.1094,-0.1090,0.2528,0.2669,0.1478,0.1903,0.3626,0.2330,0.2836,0.3105,0.2980,0.3784,0.4003,0.5533,0.5794,0.5842,0.5519,0.4580,0.5160,0.5633
Nepal,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,27,31,29,27,29,31,31,34,33,,7.62,7.64,7.62,7.57,7.57,,,,803,798,790,539,753,940,1173,1197,230,804.1416,823.3599,844.8531,901.7496,899.5236,1048.4538,1178.5259,1194.9569,1155.1429,1.3887,1.7005,1.5384,1.7722,2.5018,1.9143,1.7359,1.8931,1.83,-0.9828,-0.9266,-0.8521,-1.0539,-0.8266,-0.8837,-0.8982,-1.0455,-0.9444,-1.3812,-1.1291,-0.7246,-0.9983,-0.8468,-0.6107,-0.5617,-0.4538,-0.1974,-0.7999,-0.8489,-0.8319,-0.7996,-0.7645,-0.7145,-0.7380,-0.7012,-0.6962,-0.7357,-0.7182,-0.6497,-0.6769,-0.7957,-0.6772,-0.4775,-0.5354,-0.4910,-0.6424,-0.5286,-0.4305,-0.4154,-0.2514,-0.2036,-0.1357,-0.1511,-0.0886
Netherlands,-0.5376%,-0.5405%,-0.2717%,-0.5450%,0.2740%,0.2732%,0.2725%,0.2717%,0.2710%,84,83,83,84,83,82,82,82,82,5.03,5.01,5.03,5.02,4.99,4.93,4.90,4.86,4.56,11680,12783,13925,15007,15828,17924,18780,20129,7265,50073.0057,52184.0619,52830.1742,45175.2319,46007.8529,48554.9923,53018.6294,52476.2733,52397.1167,2.2135,2.1913,2.179,2.4197,2.437,2.2762,2.2367,2.1812,2.26,1.8482,1.8171,1.8426,1.8591,1.8566,1.8549,1.8504,1.8033,1.8534,1.1875,1.1438,1.0451,0.9261,0.9123,0.9211,0.8543,0.8475,0.8504,1.7530,1.7704,1.7693,1.7990,1.9762,2.0507,2.0196,1.8612,1.7534,1.8599,1.8339,1.9780,1.9429,1.8870,1.8013,1.7868,1.7778,1.7598,1.6056,1.5670,1.5473,1.5611,1.5403,1.4960,1.4876,1.4855,1.5260
New Zealand,0.0000%,-0.0102%,0.0000%,0.0000%,0.0914%,0.0913%,0.0912%,0.0911%,0.1012%,90,91,91,91,90,89,87,87,88,3.82,4.01,3.83,3.78,3.86,3.91,3.20,3.18,3.24,2574,2710,2854,3129,3494,3723,3858,3888,996,39973.3808,42976.6496,44572.8988,38630.7266,40080.4941,42992.8953,43306.0700,42755.2163,41477.9449,3.565,3.3891,3.1032,3.1391,3.4169,3.1255,2.9786,2.967,3.07,1.8009,1.7580,1.9321,1.8840,1.8425,1.7690,1.6690,1.6706,1.5894,1.3614,1.4539,1.4679,1.5255,1.5192,1.5952,1.5339,1.4113,1.4860,1.8525,1.8289,1.9504,1.9207,2.0383,2.0919,2.0067,1.8811,1.8770,1.8905,1.8788,2.0087,2.0012,1.9546,1.9279,1.8764,1.8851,1.8834,1.6177,1.6061,1.5244,1.5548,1.5333,1.5587,1.5895,1.5353,1.5969
Nicaragua,-1.3553%,-1.3739%,-1.3930%,-1.4127%,-2.5589%,-2.6261%,-2.6969%,-2.7716%,-2.8506%,29,28,28,27,26,26,25,22,22,5.87,5.87,5.84,5.87,5.84,6.64,6.72,6.53,6.78,1233,1273,1390,1456,1596,1958,1412,1455,474,1760.4674,1811.6368,1934.0629,2049.8517,2107.5741,2159.1619,2014.5703,1926.6997,1905.2568,3.5722,3.7586,3.9139,3.8827,3.5912,3.8816,4.0848,4.0494,3.92,-0.8950,-0.8170,-0.8384,-0.8161,-0.6887,-0.6272,-0.8030,-0.7709,-0.7140,-0.3488,-0.2492,-0.0408,-0.0866,-0.0888,-0.0489,-0.9524,-1.0048,-0.6496,-0.2953,-0.2933,-0.3934,-0.3944,-0.5067,-0.6706,-0.7043,-0.6889,-0.6596,-0.7322,-0.6748,-0.7123,-0.7362,-0.6444,-0.6462,-1.0575,-1.1757,-1.2180,-0.5363,-0.4576,-0.3957,-0.4148,-0.6801,-0.7178,-1.1008,-1.0954,-1.0972
Niger,-1.0076%,-1.0178%,-1.1140%,-1.0399%,-1.1384%,-1.0629%,-1.0743%,-1.1765%,-1.0989%,33,34,35,34,35,33,34,32,32,7.11,7.08,7.07,6.99,6.98,7.38,,,,94,123,135,135,152,164,157,192,85,529.7445,552.5691,564.5967,484.2386,498.1053,517.9770,572.4301,553.8950,565.0613,1.6068,1.643,1.0575,2.2844,1.7648,2.7112,2.1218,1.6532,0.8,-0.6827,-0.7212,-0.6967,-0.6549,-0.6336,-0.7035,-0.7630,-0.8013,-0.6171,-1.1481,-1.3218,-1.1758,-1.0665,-1.1033,-1.2658,-1.3646,-1.4101,-1.7428,-0.5946,-0.5634,-0.7179,-0.7290,-0.6714,-0.6780,-0.6387,-0.6683,-0.7430,-0.6476,-0.6597,-0.6458,-0.5708,-0.6613,-0.6821,-0.5790,-0.5328,-0.5474,-0.2846,-0.3063,-0.1951,-0.2046,-0.4192,-0.4280,-0.6037,-0.5862,-0.5169
Nigeria,-0.7100%,-0.7108%,-0.7159%,-0.7254%,-0.7263%,-0.7316%,-0.7370%,-0.7470%,-0.7480%,27,25,27,26,28,27,27,26,25,7.18,7.10,7.14,7.07,6.97,6.90,6.86,6.89,6.88,4673,4038,4803,6017,5265,5182,5254,5361,1209,2723.8222,2961.5494,3098.9858,2687.4801,2176.0028,1968.5654,2027.7785,2229.8587,2097.0925,2.0296,2.0827,2.0417,2.6484,2.3021,1.9967,1.8688,1.8004,1.63,-0.9965,-0.9924,-1.1866,-0.9590,-1.0876,-1.0108,-1.0181,-1.0889,-1.0295,-2.0421,-2.0885,-2.1303,-1.9254,-1.8777,-1.9992,-2.1018,-1.9202,-1.8593,-0.7124,-0.6596,-0.8164,-0.8505,-0.9189,-0.8840,-0.8044,-0.8609,-0.9627,-1.1462,-1.1137,-1.0493,-0.9617,-1.0175,-0.8708,-0.8801,-0.8981,-0.8125,-0.7002,-0.6930,-0.5868,-0.3732,-0.3194,-0.3400,-0.4308,-0.4345,-0.5852
Norway,0.0661%,0.0578%,0.0660%,0.0659%,0.0659%,0.0658%,0.0576%,0.0658%,0.0657%,85,86,86,88,85,85,84,84,84,2.36,3.17,4.03,4.60,,4.56,4.12,3.91,3.19,4538,4778,4855,5361,5960,6252,5688,5879,1397,101524.1419,102913.4508,97019.1828,74355.5159,70460.5605,75496.7541,82267.8093,75826.0819,67389.9120,4.5107,4.4058,4.4014,4.3454,4.428,4.2878,4.0513,3.7868,3.99,1.9090,1.8852,1.8285,1.8641,1.8689,1.9863,1.8860,1.8619,1.9367,1.3275,1.3521,1.1200,1.1617,1.2001,1.1705,1.1412,1.1706,1.2483,1.5468,1.6665,1.6465,1.6069,1.6980,1.8165,1.7908,1.8042,1.6981,1.9584,1.9799,2.0290,2.0110,2.0365,2.0255,1.9657,1.9853,1.9839,1.7282,1.7380,1.6841,1.6879,1.6649,1.6944,1.6963,1.6553,1.7251
Oman,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,47,47,45,45,45,44,52,52,54,4.60,4.75,4.76,,,,,,,1714,1923,2225,2634,3207,3178,3242,3506,869,21872.6105,20865.7879,20035.2173,16033.4638,14609.9818,15127.8882,16521.2062,15343.0435,,1.9296,2.0067,2.1182,2.1832,2.1765,1.9233,1.9156,1.9496,2.31,0.2644,0.2140,0.2655,0.0812,0.1917,0.1946,0.1845,0.2590,0.1418,0.4621,0.4595,0.7349,0.7833,0.7601,0.7544,0.6477,0.5875,0.3738,0.4716,0.4758,0.6924,0.5745,0.6105,0.4228,0.1731,0.2925,0.4591,0.5239,0.4919,0.4857,0.3768,0.4079,0.4350,0.4650,0.5545,0.6204,-1.0217,-1.0386,-1.0907,-1.0615,-1.0544,-1.0617,-1.0443,-1.1543,-1.1459
Pakistan,-0.8124%,-0.7942%,-0.8006%,-0.8071%,-1.0679%,-1.0537%,-1.0649%,-1.1027%,-1.0884%,27,28,29,30,32,32,33,32,31,6.75,6.53,6.53,6.52,6.62,6.64,6.49,6.45,6.30,966,,,,,,,,,1198.1176,1208.9177,1251.1757,1356.6678,1368.4270,1464.9262,1482.2131,1284.7020,1193.7334,2.7517,2.8542,2.8499,3.0233,2.7485,2.4978,2.6022,2.2635,2.21,-0.7780,-0.7921,-0.7555,-0.6678,-0.6535,-0.5968,-0.6311,-0.6771,-0.5460,-2.6770,-2.6033,-2.4013,-2.4827,-2.4832,-2.4063,-2.2694,-2.2652,-1.8534,-0.7171,-0.7003,-0.6829,-0.6270,-0.6396,-0.5920,-0.6378,-0.6441,-0.7167,-0.8842,-0.8569,-0.7604,-0.7667,-0.8046,-0.7242,-0.6735,-0.6674,-0.6918,-0.8436,-0.7995,-0.7160,-0.7221,-0.6994,-0.6934,-0.8191,-0.8628,-0.8802
Panama,-0.2780%,-0.2555%,-0.2795%,-0.2569%,-0.2810%,-0.2583%,-0.2589%,-0.2832%,-0.2604%,38,35,37,39,38,37,37,36,35,5.98,5.85,7.16,7.13,7.09,7.01,6.21,6.19,5.96,2086,2202,2305,2553,2379,2517,2487,2494,647,10722.2524,11889.0706,12796.0575,13630.3229,14343.9814,15146.4024,15544.7335,15727.9745,12269.0490,0.6648,0.7784,0.8821,1.3699,1.2235,1.094,0.9873,0.9331,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,-0.0858%,-0.0858%,-0.0859%,-0.0860%,-0.0916%,-0.0945%,-0.0946%,-0.0946%,-0.0920%,25,25,25,25,28,29,28,28,27,,6.84,6.11,6.11,6.11,6.13,,,,175,182,191,199,198,182,195,211,39,2790.6763,2729.8888,2920.7830,2679.3466,2509.6296,2695.2490,2801.3714,2829.1671,2636.8002,1.0308,2.0431,1.5984,1.5738,1.7258,1.6896,1.5982,1.5742,1.86,-0.7407,-0.6633,-0.6132,-0.6068,-0.7376,-0.6654,-0.6705,-0.8092,-0.8467,-0.5904,-0.5202,-0.3394,-0.4221,-0.5048,-0.6979,-0.6772,-0.6974,-0.7393,-0.5123,-0.5096,-0.3449,-0.5526,-0.5560,-0.6519,-0.5348,-0.5427,-0.6815,-0.8362,-0.9476,-0.8019,-0.8694,-0.7766,-0.8239,-0.7689,-0.8013,-0.7198,-0.0591,-0.0045,0.0125,0.0447,0.1584,0.1329,0.0568,0.0933,0.0286
Paraguay,-2.1612%,-2.2143%,-2.2590%,-2.3112%,-1.5944%,-1.6260%,-1.6470%,-1.6746%,-1.7092%,25,24,24,27,30,29,29,28,28,7.57,7.54,7.59,7.56,7.44,7.53,6.79,6.74,6.45,3655,3538,3455,4102,4318,4744,4183,4368,1077,5185.1415,5936.9760,6118.3181,5413.7760,5324.6091,5678.8700,5782.7845,5380.9633,4949.7497,2.9214,2.7136,2.7977,3.3184,3.0732,2.7127,3.0321,3.0624,3.15,-0.8895,-0.8725,-0.9197,-0.9486,-0.7924,-0.8089,-0.5197,-0.5343,-0.4659,-0.8719,-0.7359,-0.0886,0.0385,0.1418,0.0018,-0.0798,-0.0103,0.0152,-0.3215,-0.3103,-0.2830,-0.2709,-0.3000,-0.3022,-0.0754,-0.2042,-0.2024,-0.8462,-0.8082,-0.6733,-0.6916,-0.7299,-0.7052,-0.5235,-0.5565,-0.4151,-0.1137,-0.1049,-0.1028,-0.0699,-0.0631,-0.0437,0.0296,0.0582,0.0663
Peru,-0.2315%,-0.2320%,-0.2325%,-0.2331%,-0.2364%,-0.2369%,-0.2375%,-0.2380%,-0.2386%,38,38,38,36,35,37,35,36,38,4.59,4.50,4.42,4.39,4.31,5.25,5.14,5.33,4.53,3642,4010,4062,4381,4718,4992,5384,5275,1119,6528.9718,6756.7530,6672.8774,6229.1007,6204.9965,6710.5076,6957.7934,7027.6122,6126.8745,2.8041,2.9528,3.1093,3.2842,3.2424,2.937,3.531,3.0183,2.95,-0.1450,-0.1150,-0.2672,-0.2772,-0.1788,-0.1301,-0.2469,-0.0679,-0.2375,-0.9074,-0.8057,-0.5507,-0.3976,-0.2017,-0.2595,-0.2704,-0.1524,-0.2869,0.4920,0.4589,0.5209,0.4913,0.5083,0.4184,0.4974,0.5636,0.5265,-0.5744,-0.5660,-0.5212,-0.4855,-0.4822,-0.5033,-0.5291,-0.4871,-0.3430,0.1143,0.0848,0.1925,0.2274,0.2690,0.2744,0.2022,0.2614,0.2190
Philippines,0.4945%,0.5066%,0.5040%,0.5015%,0.4990%,0.4965%,0.4941%,0.4916%,0.4892%,34,36,38,35,35,34,36,34,34,6.64,6.42,6.39,6.40,6.31,6.20,5.94,5.81,5.67,4273,4681,4833,5361,5967,6621,7168,8261,1483,2694.3051,2871.4297,2959.6454,3001.0432,3073.6547,3123.2456,3252.1103,3485.3408,3298.8299,2.1091,2.2577,2.2483,2.3211,2.3805,2.3226,2.4802,2.3411,2.51,0.1081,0.1184,0.1927,0.1120,-0.0105,-0.0547,0.0532,0.0520,0.0609,-1.1882,-1.0843,-0.7138,-0.8557,-1.3798,-1.1851,-1.0921,-0.9151,-0.7938,-0.0611,-0.0720,-0.0368,-0.0431,-0.0041,0.0197,-0.0615,0.0084,0.0299,-0.5231,-0.4034,-0.3174,-0.3430,-0.3551,-0.4177,-0.4750,-0.4770,-0.5518,-0.0297,0.0063,0.1593,0.1471,0.1634,0.0841,0.0136,0.0065,-0.1036
Poland,0.1926%,0.2029%,0.1918%,0.1914%,0.1380%,0.1272%,0.1376%,0.1269%,0.1373%,58,60,61,63,62,60,60,58,56,4.74,4.74,3.95,3.99,4.40,4.50,4.38,4.34,4.36,67390,72310,73750,77743,80476,83804,85946,88515,51076,13097.2708,13696.4663,14271.3059,12578.4955,12447.4396,13864.6818,15468.4094,15694.8408,15656.1827,3.3764,3.4223,3.4982,3.6064,3.6593,3.5921,3.5515,3.3177,3.43,0.6598,0.6621,0.7488,0.7275,0.6533,0.5678,0.5630,0.5348,0.3765,1.0495,0.9734,0.8429,0.8749,0.5072,0.5184,0.4925,0.5637,0.5744,0.9605,1.0465,1.0549,1.0001,0.9520,0.8812,0.9426,1.0134,0.8860,0.7799,0.7996,0.8202,0.7830,0.6099,0.4414,0.4205,0.4313,0.5399,1.0643,0.9981,1.1051,1.0397,0.8442,0.7760,0.7007,0.6732,0.6171
Portugal,0.3676%,0.3663%,0.3650%,0.3636%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,63,62,63,64,62,63,64,62,61,4.28,4.30,4.17,4.12,4.21,4.90,4.66,4.10,3.66,7503,9177,10497,11723,13359,15432,16186,17283,4208,20564.8899,21647.0418,22074.3008,19242.3665,19978.4012,21437.3475,23551.0483,23284.5272,22437.0780,3.2911,3.3311,3.446,3.3845,3.4461,3.1241,3.2342,3.0492,3.2,1.0082,1.2005,0.9879,1.1888,1.1834,1.3332,1.2185,1.1687,1.0234,0.7753,0.7488,0.8063,0.9178,0.9741,1.1186,1.1293,1.0662,1.0263,0.8269,0.8042,0.7500,0.9569,0.8444,0.9111,0.8850,0.9698,0.8331,1.0420,1.0451,1.1217,1.1317,1.0749,1.1386,1.1428,1.1385,1.1834,1.0285,1.0669,1.1074,1.1287,1.1577,1.1982,1.1677,1.1965,1.2603
Romania,1.1681%,1.1696%,1.1412%,1.1284%,0.0869%,0.0724%,0.0868%,0.0723%,0.0867%,44,43,43,46,48,48,47,44,44,4.68,4.68,4.61,4.58,4.46,4.50,4.75,4.76,4.79,7937,8019,8442,9331,10223,10926,11720,12815,5023,8507.1048,9547.8522,10043.6774,8969.1489,9548.5874,10807.0092,12398.9820,12889.8096,12896.0886,2.4053,2.535,2.5086,2.5698,2.764,2.6471,2.6191,2.4018,2.5,-0.1821,0.0991,0.1637,0.1073,-0.0409,-0.0524,-0.1330,-0.1622,-0.2205,0.0823,0.1791,0.0491,0.1891,0.2772,0.0564,0.0469,0.5617,0.5892,0.5547,0.6118,0.5813,0.5968,0.5875,0.4882,0.4242,0.4616,0.3826,0.0802,0.1670,0.2084,0.1953,0.4246,0.4195,0.3597,0.4017,0.3689,0.3185,0.3115,0.4281,0.4861,0.5409,0.5986,0.5243,0.5163,0.5844
Russia,-0.0050%,-0.0050%,-0.0052%,-0.0050%,0.0094%,0.0093%,0.0093%,0.0093%,0.0094%,28,28,27,29,29,29,28,28,30,5.66,5.75,6.29,6.26,6.22,6.22,5.83,5.75,5.51,28177,30792,32421,33729,24571,24390,24551,24419,6359,15420.8745,15974.6446,14095.6487,9313.0136,8704.8984,10720.3327,11287.3553,11497.6492,10126.7218,2.4877,2.4988,2.5407,2.699,2.5277,2.164,2.1784,2.0133,2.03,-0.4206,-0.3551,-0.1097,-0.2047,-0.1974,-0.0757,0.0000,0.1502,0.0334,-0.8177,-0.7361,-0.9436,-1.0293,-0.9462,-0.6406,-0.5412,-0.5574,-0.7315,-0.3381,-0.3517,-0.3886,-0.5208,-0.4156,-0.4742,-0.5028,-0.4316,-0.4378,-0.8184,-0.7842,-0.7416,-0.7637,-0.7924,-0.7937,-0.7823,-0.7236,-0.7603,-0.9788,-1.0222,-1.0444,-1.0877,-1.1317,-1.0899,-1.0745,-1.1178,-1.0767
Rwanda,0.3759%,0.3745%,0.3731%,0.3717%,0.3704%,0.3690%,0.7353%,0.3650%,0.3636%,53,53,49,54,54,55,56,53,54,,,,6.89,6.70,6.69,,,,1061,1122,1220,1298,1377,1570,1711,1634,,725.1698,722.8943,743.5590,751.0774,744.7607,772.3170,783.6372,820.1493,797.8556,2.7434,3.346,2.8827,3.1226,2.322,3.1736,2.2915,3.5647,2.82,-0.0484,0.0196,-0.0257,-0.0461,0.0979,0.2621,0.2058,0.1846,0.3421,-0.2306,-0.1110,-0.3135,0.0132,-0.0549,0.0881,0.1104,0.0642,0.0325,-0.0998,0.0067,0.2465,0.2430,0.1071,0.1466,0.0868,0.0775,0.1564,-0.2716,-0.1548,0.0568,0.0503,0.1018,0.1212,0.1169,0.0765,0.1074,-1.2777,-1.2111,-1.1120,-1.1352,-1.1530,-1.1200,-1.1456,-1.0977,-1.1045
Saint Lucia,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,71,71,71,,60,55,55,55,56,6.03,5.98,5.01,5.25,5.17,5.72,4.48,4.73,4.25,889,921,987,1031,948,1064,1165,1220,433,9086.3880,9378.9850,9843.3085,10093.6180,10361.5839,11047.4450,11357.8266,11611.0978,9276.1178,1.2692,2.0912,1.0416,1.705,2.2253,1.186,1.0913,1.0209,2.82,0.6637,0.7070,-0.0166,-0.0795,0.0279,0.2361,0.2145,0.2227,0.1528,0.8937,0.8534,0.8165,0.8537,1.0189,0.9894,1.0069,0.9133,0.8724,0.3401,0.3197,0.2755,0.3062,0.2904,0.3069,0.2791,0.2328,0.2883,0.6612,0.7008,0.5675,0.6727,0.5170,0.5668,0.5993,0.5704,0.6234,1.1114,1.1120,1.1276,1.0227,1.0127,0.9857,0.8412,0.9001,0.8781
Saint Vincent and the Grenadines,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,62,62,62,,60,58,58,59,59,5.59,5.40,5.33,5.28,5.59,5.96,4.46,4.69,4.48,200,200,205,207,227,303,356,404,155,6390.3106,6639.4849,6684.3775,6921.7025,7074.5488,7213.0259,7361.4010,7457.2398,7297.9123,4.2028,2.99,2.3273,3.5142,4.2337,4.8211,3.99,3.5969,4.6,0.8369,0.8941,0.1316,0.0296,0.2170,0.2361,0.2145,0.2227,0.1528,0.9289,0.8534,0.8165,1.0047,1.0189,0.8885,0.8409,0.9536,1.0345,0.3780,0.3546,0.3567,0.2661,0.2793,0.2450,0.2496,0.2102,0.2644,0.9091,0.8774,0.5528,0.5928,0.4042,0.3982,0.4263,0.4477,0.5651,1.0155,1.0264,1.1548,0.9688,0.9554,0.9443,0.8452,0.8996,0.9112
Sao Tome and Principe,0.0000%,-1.7544%,0.0000%,-1.7857%,-1.8182%,0.0000%,-1.8519%,0.0000%,-1.8868%,42,42,42,42,46,46,46,46,47,,,7.33,7.33,7.33,7.42,,,,,,,26,29,29,33,35,11,1330.6201,1564.7685,1770.4677,1584.7757,1700.0980,1813.8074,1953.5133,1987.5797,2157.8404,1.8337,1.7573,2.2286,1.7474,1.8944,5.5023,3.4096,3.0451,2.41,-0.6790,-0.7261,-0.8178,-0.7511,-0.6722,-0.7487,-0.6336,-0.6277,-0.6447,0.0133,0.1118,0.1842,0.1440,0.2233,0.1860,0.5224,0.5139,0.4818,-0.7846,-0.7929,-0.7994,-0.7713,-0.8125,-0.8314,-0.8398,-0.9068,-0.9015,-0.7478,-0.7682,-0.7930,-0.7561,-0.6633,-0.7023,-0.6840,-0.6795,-0.6857,0.1801,0.1351,0.3214,0.2801,0.3642,0.3004,0.1325,0.3474,0.3490
Saudi Arabia,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,44,46,49,52,46,49,49,53,53,4.78,4.77,5.66,5.47,5.34,5.43,5.01,5.26,5.33,19847,19934,23010,21834,20887,18607,17570,20292,4882,25243.6020,24845.1247,24464.2126,20627.9269,19878.7638,20802.4663,23337.0175,23139.7980,20110.3162,2.3726,2.3899,2.3285,2.3415,2.5984,2.4118,2.4296,2.4352,2.54,0.0349,0.0730,0.2074,0.1997,0.2610,0.2589,0.3215,0.3062,0.1461,-0.4807,-0.4318,-0.2858,-0.6264,-0.4648,-0.6378,-0.6224,-0.6059,-0.6611,0.1032,0.0828,-0.0036,0.0251,0.0793,0.0008,-0.0759,-0.0682,0.2644,0.1489,0.1571,0.1321,0.1177,0.3376,0.1009,0.1418,0.1685,0.2406,-1.8656,-1.8764,-1.8820,-1.8427,-1.7275,-1.6913,-1.6960,-1.6597,-1.6107
Senegal,-0.4746%,-0.4769%,-0.4792%,-0.4815%,-0.4838%,-0.4861%,-0.4885%,-0.4909%,-0.4933%,36,41,43,44,45,45,45,45,45,5.55,5.48,5.43,5.40,5.37,6.31,6.20,6.20,7.30,967,1069,976,1014,1219,1376,,,,1317.7798,1372.6658,1396.6573,1219.2494,1269.9033,1361.7020,1458.0691,1430.1483,1487.7573,1.719,1.9558,2.6831,2.8736,2.6684,2.5238,1.9085,1.8415,2.05,-0.4662,-0.4188,-0.4044,-0.4267,-0.4541,-0.3182,-0.2663,-0.0581,0.0109,-0.1083,-0.0607,-0.1982,-0.1167,-0.2183,-0.0505,-0.1015,0.0465,-0.0207,-0.0813,-0.0478,-0.2197,-0.1576,-0.1431,-0.1466,-0.1100,-0.1124,-0.2078,-0.2868,-0.2389,-0.0819,-0.1418,-0.1066,-0.1486,-0.2072,-0.1905,-0.2756,-0.0042,0.0601,0.2923,0.2836,0.3713,0.3184,0.2132,0.2356,0.2446
