Country,NFCR2012,NFCR2013,NFCR2014,NFCR2015,NFCR2016,NFCR2017,NFCR2018,NFCR2019,NFCR2020,CPI2012,CPI2013,CPI2014,CPI2015,CPI2016,CPI2017,CPI2018,CPI2019,CPI2020,AML2012,AML2013,AML2014,AML2015,AML2016,AML2017,AML2018,AML2019,AML2020,ARR2012,ARR2013,ARR2014,ARR2015,ARR2016,ARR2017,ARR2018,ARR2019,ARR2020,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,WES2012,WES2013,WES2014,WES2015,WES2016,WES2017,WES2018,WES2019,WES2020,GE2012,GE2013,GE2014,GE2015,GE2016,GE2017,GE2018,GE2019,GE2020,PV2012,PV2013,PV2014,PV2015,PV2016,PV2017,PV2018,PV2019,PV2020,RQ2012,RQ2013,RQ2014,RQ2015,RQ2016,RQ2017,RQ2018,RQ2019,RQ2020,RL2012,RL2013,RL2014,RL2015,RL2016,RL2017,RL2018,RL2019,RL2020,VA2012,VA2013,VA2014,VA2015,VA2016,VA2017,VA2018,VA2019,VA2020
Albania,0.2554%,0.1274%,0.2545%,0.1269%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,33,31,33,36,39,38,36,35,36,5.48,5.43,5.54,5.56,5.04,5.75,5.57,6.00,5.69,3514,3256,3673,4131,4736,5118,5927,6406,2658,4247.6300,4413.0609,4578.6320,3952.8012,4124.0557,4531.0208,5284.3802,5355.8478,5215.2768,3.7911,4.4839,4.5818,4.2593,3.9851,3.8794,3.9336,4.2397,4.12,-0.2679,-0.3171,-0.0859,0.0100,0.0130,0.0768,0.0572,-0.0622,-0.1357,-0.1436,0.0919,0.4860,0.3461,0.3446,0.3785,0.3705,0.1112,0.0839,0.1992,0.2097,0.2220,0.1867,0.1890,0.2234,0.2542,0.2739,0.2371,-0.5203,-0.5181,-0.3380,-0.3283,-0.3290,-0.4043,-0.4034,-0.4111,-0.3583,0.0221,0.0489,0.1438,0.1571,0.1709,0.2038,0.1807,0.1427,0.0873
Algeria,0.3634%,0.4139%,0.3606%,0.4107%,-0.0511%,-0.1023%,-0.0512%,-0.1025%,-0.0513%,34,36,36,36,34,33,35,35,36,5.50,6.60,6.61,6.57,6.50,6.48,6.35,6.28,6.74,2634,2733,2301,1710,2039,2451,2657,2371,591,5592.2201,5499.5873,5493.0567,4177.8869,3946.4524,4109.7034,4153.9562,3975.5090,3310.3865,3.3114,3.2022,3.3657,3.4686,3.2684,3.0304,3.8471,3.6729,3.83,-0.5324,-0.5345,-0.4780,-0.5011,-0.5313,-0.5920,-0.5274,-0.5164,-0.5258,-1.3250,-1.2024,-1.1905,-1.0902,-1.0975,-0.9158,-0.8361,-1.0443,-0.8602,-1.2769,-1.1660,-1.2830,-1.1736,-1.1719,-1.1942,-1.2267,-1.3034,-1.2915,-0.7722,-0.6894,-0.7733,-0.8640,-0.8576,-0.8637,-0.7410,-0.8157,-0.7803,-0.9060,-0.8934,-0.8152,-0.8491,-0.8629,-0.9041,-1.0004,-1.0562,-1.1021
Angola,-0.7751%,-0.7812%,-0.7873%,-0.7936%,-0.7999%,-0.8064%,-0.8129%,-0.8211%,-0.8264%,22,23,19,15,18,19,19,26,27,5.75,6.63,6.66,6.76,6.71,6.55,6.49,6.33,7.02,528,650,595,592,397,261,218,218,64,5100.0970,5254.8811,5408.4117,4166.9798,3506.0731,4095.8101,3289.6440,2809.6261,1895.7709,2.2364,2.4796,2.1069,1.9106,2.0008,2.5018,2.6397,2.1714,2.42,-0.9897,-1.2236,-1.1242,-1.0003,-1.0360,-1.0260,-1.0450,-1.1175,-1.1818,-0.3893,-0.3912,-0.3332,-0.5009,-0.3159,-0.3804,-0.3357,-0.3585,-0.5207,-0.9698,-1.0542,-0.9885,-0.9092,-1.0014,-1.0422,-0.8777,-0.8940,-0.9085,-1.2695,-1.2679,-1.1182,-1.0820,-1.0876,-1.1012,-1.0483,-1.0546,-0.9632,-1.0762,-1.1138,-1.1455,-1.1772,-1.1396,-1.0979,-0.9063,-0.7835,-0.8106
Argentina,-0.7469%,-0.7492%,-0.7582%,-0.7606%,-0.3609%,-0.3622%,-0.3600%,-0.3648%,-0.3661%,35,34,34,32,36,39,40,45,42,7.35,7.32,6.71,6.71,6.74,6.69,6.55,6.50,5.08,6497,6510,7165,6816,9986,9964,10394,11131,3096,13082.6643,13080.2547,12334.7982,13789.0604,12790.2425,14613.0418,11633.4980,9912.2818,8441.9194,2.2641,2.0131,2.0245,2.3335,2.2274,2.0425,2.1271,2.3153,2.38,-0.2387,-0.2778,-0.1595,-0.0753,0.1619,0.1446,0.0273,-0.0870,-0.2169,0.1030,0.0653,-0.0051,0.0148,0.2046,0.1695,0.0109,-0.0914,0.0364,-0.9292,-0.9573,-1.0743,-0.9114,-0.4696,-0.2899,-0.2907,-0.4932,-0.5673,-0.6796,-0.7077,-0.8861,-0.7709,-0.3937,-0.2493,-0.2437,-0.4306,-0.4694,0.2952,0.2770,0.3453,0.4118,0.4934,0.5286,0.5323,0.5740,0.5942
Armenia,0.0000%,0.0000%,0.0000%,0.0000%,-0.3030%,0.0000%,0.0000%,0.0000%,-0.3040%,34,36,37,35,33,35,35,42,49,5.13,4.90,4.86,4.89,4.63,4.44,5.23,5.08,5.00,963,1084,1204,1192,1260,1495,1652,1894,375,3681.8447,3838.1739,3986.2316,3607.2893,3591.8281,3914.5279,4220.5403,4622.7382,4267.4521,4.3062,3.4705,3.4345,3.9982,3.288,4.0517,4.1567,4.1559,3.75,-0.0424,0.0689,-0.1984,-0.1611,-0.1584,-0.1027,-0.0284,-0.0666,-0.1242,0.1548,0.1104,-0.2971,-0.2523,-0.6623,-0.6208,-0.4449,-0.4134,-0.5713,0.3493,0.2526,0.2134,0.2418,0.2501,0.2805,0.3280,0.2490,0.2500,-0.4179,-0.3443,-0.3660,-0.3879,-0.1192,-0.1606,-0.1495,-0.1310,-0.0832,-0.5705,-0.5880,-0.5621,-0.5363,-0.5793,-0.5608,-0.1379,0.0555,0.0447
Australia,0.5443%,0.5421%,0.5392%,0.5363%,0.1367%,0.1366%,0.1364%,0.1362%,0.1360%,85,81,80,79,79,77,77,77,77,4.37,4.58,5.01,4.94,4.99,4.49,4.06,3.97,3.84,6032,6482,6922,7449,8269,8815,9246,9466,1828,68012.1479,68150.1070,62510.7912,56755.7217,49971.1315,54027.9668,57354.9640,55057.2047,51812.1540,2.5673,2.6758,2.9245,2.8808,2.8896,2.6407,2.8216,2.6732,2.62,1.6213,1.6401,1.6071,1.5642,1.5680,1.5382,1.5952,1.5716,1.6192,0.9980,1.0311,1.0322,0.8850,1.0480,0.8961,0.9896,0.9117,0.8488,1.7865,1.8009,1.8637,1.7887,1.8970,1.9334,1.9027,1.8737,1.8169,1.7669,1.7785,1.9230,1.8251,1.7557,1.6865,1.7154,1.7345,1.6512,1.4992,1.4364,1.3617,1.3556,1.3537,1.3756,1.3806,1.2674,1.3041
Austria,0.0776%,0.1034%,0.1033%,0.0774%,0.1031%,0.0772%,0.1029%,0.1028%,0.0770%,69,69,72,76,75,75,76,77,76,5.74,5.79,5.47,5.45,5.02,5.06,4.34,4.64,4.38,24151,24813,25291,26728,28121,29460,30816,31884,15091,48567.6953,50716.7087,51717.4959,44178.0474,45276.8314,47309.3663,51453.1470,50121.5542,48327.6311,4.4764,4.6528,4.6568,4.6332,4.6227,4.4714,4.4261,4.1461,4.28,1.5682,1.5789,1.5592,1.4817,1.5105,1.5072,1.4944,1.5277,1.6551,1.3406,1.3641,1.2707,1.1431,0.9096,1.0468,0.9023,0.9167,0.8519,1.5242,1.4907,1.4877,1.4033,1.4404,1.4402,1.5314,1.4592,1.4014,1.8644,1.8426,1.9429,1.8491,1.8003,1.8424,1.8962,1.9042,1.8104,1.4488,1.4566,1.3913,1.3835,1.3375,1.3859,1.3877,1.3388,1.3990
Azerbaijan,0.8637%,0.8563%,0.8491%,0.8419%,1.0204%,0.9183%,1.0009%,0.9910%,0.9813%,27,28,29,29,30,31,25,30,30,6.49,6.48,6.46,4.90,,4.78,4.70,5.31,5.24,2484,2509,2298,2006,2249,2697,2850,3170,796,7496.2946,7875.7570,7891.3131,5500.3104,3880.7387,4147.0897,4739.8417,4805.7537,4214.3113,4.0174,4.0633,4.2944,3.3801,3.5939,4.0193,3.7191,3.0164,4.73,-0.7827,-0.4753,-0.3642,-0.2576,-0.1658,-0.1726,-0.1581,-0.1402,-0.1702,-0.7158,-0.4129,-0.5599,-0.7296,-0.8039,-0.7479,-0.7068,-0.6859,-0.7252,-0.4556,-0.4083,-0.2771,-0.2547,-0.2820,-0.2450,-0.1974,-0.2270,-0.3148,-0.8345,-0.7239,-0.6723,-0.6738,-0.5200,-0.5575,-0.5875,-0.5772,-0.6910,-1.2995,-1.4028,-1.4792,-1.5524,-1.5610,-1.5637,-1.5113,-1.5295,-1.5457
Bahamas,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,71,71,71,,66,65,65,64,63,6.37,,6.01,,,,,,6.43,5940,6151,6320,6112,6265,6136,6622,7250,1795,29485.8642,28784.0245,29980.7083,31295.5639,31563.3079,32719.6666,33767.9412,34863.3840,28607.9014,0.8844,1.0825,0.96,1.0386,1.4934,1.1003,1.1339,1.0851,1.81,0.9894,0.8726,0.7287,0.7124,0.7192,0.5790,0.5373,0.4858,0.4522,1.1840,1.1348,0.9565,0.9075,0.9754,0.9896,0.8629,0.8162,0.8500,0.3950,0.1901,0.1720,0.1662,0.2576,0.1230,0.1803,-0.0483,0.0138,0.6197,0.6378,0.6653,0.5970,0.2603,0.1914,0.0971,0.0765,0.0620,0.9346,0.9244,1.0474,0.9515,0.8522,0.8496,0.7649,0.9062,0.9187
Bahrain,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,51,48,49,51,43,36,36,42,42,5.71,5.73,5.57,5.56,5.59,5.80,5.33,5.46,4.41,8062,9163,10452,9670,10158,11374,12045,11061,1909,23654.3696,24744.2970,24989.4375,22634.0856,22608.4526,23742.9373,23991.0414,23443.4348,,1.7827,2.0244,2.2262,2.2842,2.2272,1.9435,1.8249,1.7206,2.17,0.5496,0.5888,0.5648,0.5595,0.3276,0.1956,0.1778,0.2985,0.4287,-1.1300,-1.3354,-0.9075,-1.0735,-0.7934,-0.9616,-0.8505,-0.6274,-0.5912,0.6894,0.6074,0.7085,0.8197,0.6082,0.4165,0.4166,0.4852,0.6258,0.2583,0.3310,0.4136,0.4249,0.4564,0.4492,0.4128,0.4944,0.4914,-1.3180,-1.3175,-1.3111,-1.3131,-1.3721,-1.3873,-1.4214,-1.4293,-1.4575
Bangladesh,-0.0530%,-0.0530%,-0.0531%,-0.0531%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,26,27,25,25,26,28,26,26,26,6.28,6.34,6.38,6.43,6.40,5.79,5.78,5.80,5.88,160,104,134,126,182,237,267,323,168,883.1171,981.8609,1118.8738,1248.4533,1401.5646,1563.7678,1698.1321,1855.6915,1968.7922,2.2302,2.2215,2.3157,2.3356,2.4856,2.1148,2.0012,1.8804,1.87,-0.8042,-0.7942,-0.7663,-0.7239,-0.6788,-0.7351,-0.7402,-0.7403,-0.7879,-1.3791,-1.6279,-0.8956,-1.2120,-1.2619,-1.2561,-0.9957,-0.9330,-0.9174,-0.9514,-0.9148,-0.9376,-0.8991,-0.7967,-0.8056,-0.8343,-0.9291,-0.9019,-0.9293,-0.8669,-0.7778,-0.7513,-0.6637,-0.6719,-0.6410,-0.6364,-0.5732,-0.4019,-0.4054,-0.4739,-0.5120,-0.5839,-0.6151,-0.7473,-0.7418,-0.7691
Barbados,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,76,75,74,,61,68,68,62,64,5.04,5.18,5.17,5.19,,,,,5.87,1053,1079,1079,1179,1227,1345,1356,966,546,16249.6739,16451.2793,16489.0722,16524.8995,16900.0483,17391.6689,17745.2554,18148.4978,15191.1640,1.4337,3.719,3.7465,4.5236,4.7626,3.8922,3.8688,4.3234,3.72,1.4620,1.3574,1.2046,1.0249,1.0818,0.8446,0.4250,0.6311,0.4893,1.1860,1.2669,1.2779,1.1354,0.9766,0.9668,0.9134,1.0492,1.1292,0.4535,0.4570,0.3386,0.5659,0.4811,0.4947,0.5436,0.4124,0.4802,1.0316,1.0461,1.0824,1.0951,0.7951,0.6604,0.3950,0.3570,0.3377,1.1330,1.1374,1.1451,1.0965,1.0858,1.1136,1.0915,1.1029,1.1318
Belarus,0.0000%,0.0116%,0.0116%,0.0116%,0.3011%,0.3118%,0.3108%,0.3098%,0.3089%,31,29,31,32,40,44,44,45,47,5.42,,5.42,,,,,,,6130,6242,5375,4386,10935,11060,11502,11832,3598,6940.1593,7978.8726,8318.5127,5949.1063,5022.6266,5761.7471,6330.0752,6839.1038,6411.2278,2.0815,2.5784,3.0978,2.8504,2.5483,2.3632,2.4059,2.3768,2.73,-0.9017,-0.8972,-0.4866,-0.4591,-0.4781,-0.3413,-0.2951,-0.1844,-0.7293,0.0686,0.0060,0.1798,0.1100,0.1423,-0.0535,0.3481,0.3324,-0.7304,-1.0696,-1.0683,-1.0085,-0.9936,-0.9413,-0.7348,-0.6495,-0.5432,-0.6495,-0.9370,-0.9010,-0.8404,-0.8130,-0.7162,-0.8187,-0.8303,-0.7943,-0.9959,-1.5672,-1.5444,-1.4429,-1.4651,-1.3394,-1.3560,-1.3667,-1.4080,-1.4588
Belgium,0.0000%,0.0000%,-0.1449%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,75,75,76,77,77,75,75,75,76,4.22,4.23,3.91,4.58,4.65,4.66,4.46,4.29,3.98,7560,7684,7887,8355,7481,8385,9119,9343,2584,44673.1159,46744.6625,47700.5404,40991.8081,41984.1030,44089.3101,47554.7463,46414.4352,44594.3781,2.5607,2.609,2.6219,2.7007,2.7114,2.6628,2.6553,2.5915,2.68,1.6795,1.7100,1.5237,1.5603,1.4330,1.2788,1.2619,1.1481,1.1243,0.9236,0.9401,0.7013,0.5871,0.4414,0.4282,0.4024,0.4738,0.5906,1.2286,1.2915,1.1578,1.2878,1.3407,1.2469,1.2682,1.2911,1.3507,1.4554,1.4644,1.5520,1.4888,1.4299,1.3585,1.3767,1.3741,1.3689,1.3494,1.3730,1.3663,1.3874,1.3770,1.3385,1.3190,1.3102,1.2832
Benin,-1.3947%,-1.4144%,-1.4347%,-1.4556%,-1.4771%,-1.4993%,-1.5221%,-1.5456%,-1.5699%,36,36,39,37,36,39,40,41,41,6.81,7.05,6.62,6.48,6.52,7.37,7.25,7.27,6.85,232,252,265,279,292,307,322,337,354,1145.1400,1251.2097,1291.4101,1076.7967,1087.2873,1136.5940,1240.8310,1219.5155,1291.0410,0.9124,2.3157,1.7452,1.4579,1.2215,0.9019,0.9704,1.0351,1.3,-0.5154,-0.4897,-0.4573,-0.6199,-0.5643,-0.6468,-0.5638,-0.4411,-0.2639,0.3644,0.3012,0.0271,-0.0135,-0.0020,0.0309,-0.1412,-0.4127,-0.4398,-0.3786,-0.4008,-0.5859,-0.5630,-0.5279,-0.4711,-0.3386,-0.3760,-0.3722,-0.5856,-0.5687,-0.4881,-0.5361,-0.6088,-0.6261,-0.6733,-0.6638,-0.7279,0.1245,0.1555,0.2663,0.2961,0.4099,0.3822,0.2403,0.0681,-0.0772
Bolivia,-0.4010%,-0.4007%,-0.4042%,-0.4058%,-0.4575%,-0.4615%,-0.4636%,-0.4658%,-0.4660%,34,34,35,34,33,33,29,31,31,7.25,7.30,7.32,7.38,7.29,7.17,6.02,6.01,6.20,798,798,871,882,961,1109,1142,1239,323,2609.8806,2908.2004,3081.8788,3035.9717,3076.6564,3351.1243,3548.5908,3552.0681,3143.0455,2.7815,2.4353,2.4662,2.8639,3.0872,2.9075,3.4057,3.707,3.5,-0.3688,-0.3868,-0.5882,-0.6522,-0.5672,-0.3854,-0.3178,-0.6993,-0.5620,-0.4581,-0.3286,-0.3331,-0.2685,-0.2489,-0.2780,-0.2871,-0.7301,-0.4677,-0.8236,-0.7769,-0.8703,-0.8858,-0.9241,-0.8970,-0.9073,-0.9934,-1.0240,-1.0160,-1.0465,-1.0553,-1.1411,-1.2008,-1.2049,-1.1452,-1.1214,-1.1516,-0.0816,-0.0690,-0.0263,-0.0047,-0.0364,-0.0247,-0.0648,-0.1143,-0.0707
Bosnia and Herzegovina,0.5676%,0.5174%,0.5615%,0.5584%,0.2314%,0.2308%,0.2764%,0.2297%,0.2750%,42,42,39,38,39,38,38,36,35,5.71,5.61,5.61,5.64,5.18,5.91,5.84,5.83,5.63,439,529,536,678,778,923,1053,1198,197,4778.6361,5131.4046,5329.6320,4727.2763,4994.6890,5394.5800,6072.1846,6120.1126,6031.5569,4.1182,4.1023,4.1419,4.4302,4.6107,4.2168,4.4743,4.3385,4.52,-0.4573,-0.4350,-0.4516,-0.5455,-0.3936,-0.4827,-0.6150,-0.6345,-0.9752,-0.5381,-0.4049,-0.0192,-0.4024,-0.3978,-0.3482,-0.3956,-0.4188,-0.5146,-0.0514,-0.0660,-0.0899,-0.1957,-0.1666,-0.1488,-0.2157,-0.1948,-0.2325,-0.2067,-0.1516,-0.1857,-0.2814,-0.2168,-0.2152,-0.2342,-0.2335,-0.3061,-0.1003,-0.1165,-0.0710,-0.0981,-0.1312,-0.2058,-0.2660,-0.2431,-0.3240
Botswana,-0.7231%,-0.7284%,-0.7337%,-0.7454%,-0.7447%,-0.7503%,-0.7623%,-0.7617%,-0.7676%,65,64,63,63,60,61,61,61,60,5.84,5.88,5.84,5.85,5.95,6.02,5.40,5.46,5.06,1614,1544,1966,1660,1712,1775,1830,,358,7050.5735,7224.9127,7780.6348,6799.8702,7243.9340,7893.4187,8279.8185,7970.7970,6710.9904,2.1988,1.7797,2.2474,2.0428,2.308,2.6248,2.3985,2.4296,2.18,0.4821,0.4141,0.3521,0.5016,0.5295,0.4319,0.3330,0.4283,0.2568,1.1040,1.1023,1.0118,1.0421,0.9946,1.0225,0.9710,1.1111,1.0880,0.6109,0.5811,0.5851,0.4389,0.5285,0.4650,0.4491,0.3693,0.4160,0.6625,0.5960,0.6335,0.5961,0.5337,0.5091,0.4653,0.4989,0.4405,0.5330,0.4894,0.4354,0.4403,0.3967,0.3884,0.4476,0.5000,0.4944
Brazil,-0.3019%,-0.3027%,-0.3036%,-0.3045%,-0.2884%,-0.2892%,-0.2900%,-0.2909%,-0.2917%,43,42,43,38,40,37,35,35,38,5.55,5.40,5.85,5.95,6.23,6.20,4.96,4.97,5.02,5677,5813,6430,6306,6547,6589,6621,6353,2146,12370.0244,12300.3248,12112.5877,8814.0014,8710.0968,9928.6431,9151.4453,8897.4878,6796.8445,1.1876,1.1277,1.1072,1.0735,1.0049,0.9401,0.8339,0.7938,0.8,-0.1283,-0.0931,-0.1397,-0.1844,-0.1740,-0.2328,-0.4498,-0.1869,-0.4470,0.0460,-0.2586,-0.0703,-0.3315,-0.3772,-0.4739,-0.4404,-0.7138,-0.4217,0.0939,0.0734,-0.0782,-0.1927,-0.2073,-0.1500,-0.3271,-0.1785,-0.1617,-0.0694,-0.0802,-0.0499,-0.1472,-0.1573,-0.2469,-0.2525,-0.1806,-0.1758,0.4779,0.4174,0.4719,0.4589,0.4518,0.4480,0.3603,0.2975,0.2611
Bulgaria,0.5059%,0.5298%,0.5007%,0.4982%,0.3131%,0.3121%,0.3111%,0.3102%,0.3092%,41,41,43,41,41,43,42,43,44,4.24,4.13,3.83,3.79,3.83,3.87,3.53,3.51,3.12,8867,9192,9409,9317,10604,11596,12368,12552,4973,7395.8498,7655.1297,7876.8665,7055.9357,7548.8550,8334.0817,9427.7304,9828.1485,9975.7800,2.2047,2.3913,2.3793,2.4747,2.4311,2.2821,2.4196,2.4547,2.6,0.0718,0.0734,-0.0001,0.1149,0.2085,0.1929,0.2031,0.2634,-0.0722,0.3798,0.1707,0.0785,0.0173,0.0773,0.3320,0.4563,0.5789,0.4725,0.5633,0.5389,0.5683,0.5638,0.6585,0.6258,0.5865,0.5311,0.5189,-0.1038,-0.1302,-0.0764,-0.1256,-0.1052,-0.0883,-0.0698,-0.0063,-0.0871,0.4009,0.3373,0.3665,0.4326,0.4022,0.4298,0.3567,0.3556,0.2601
Burkina Faso,-0.7501%,-0.7557%,-0.7615%,-0.7673%,-0.7733%,-0.7793%,-0.7854%,-0.7916%,-0.7980%,38,38,38,38,42,42,41,40,40,7.39,7.41,7.49,7.45,7.21,7.54,,,,237,218,191,163,152,143,144,143,67,758.0004,787.4694,792.8462,653.3273,688.2507,734.9963,813.0997,786.8954,830.9251,2.1215,1.6362,2.3218,2.0726,2.1689,2.1548,2.3997,3.4186,1.82,-0.6241,-0.6611,-0.5793,-0.6197,-0.5643,-0.5781,-0.5778,-0.7588,-0.6695,-0.5731,-0.7634,-0.7871,-0.6111,-0.8674,-0.9270,-1.0593,-1.3024,-1.5516,-0.1189,-0.1750,-0.3089,-0.3714,-0.3974,-0.4424,-0.3728,-0.3765,-0.4173,-0.4368,-0.5305,-0.5474,-0.5234,-0.4414,-0.4012,-0.4453,-0.4262,-0.4181,-0.3050,-0.2554,-0.3519,-0.1143,0.0145,0.0655,-0.0683,-0.2028,-0.1712
Cambodia,-3.4079%,-3.5180%,-3.6567%,-3.7847%,-1.7633%,-1.7950%,-1.8161%,-1.8616%,-1.8969%,22,20,21,21,21,21,20,20,21,8.46,8.35,8.39,7.93,7.89,7.94,7.48,6.63,7.10,3584,4210,4503,4775,5012,5602,6201,6611,1306,950.8803,1013.4205,1093.4960,1162.9050,1269.5915,1385.2601,1512.1270,1643.1214,1512.7278,1.6138,1.3967,1.8723,1.8085,2.1374,2.287,2.2431,2.5553,3.31,-0.8159,-0.9065,-0.6895,-0.6997,-0.6942,-0.6596,-0.5603,-0.5800,-0.4194,-0.1036,-0.1364,0.0232,0.0619,0.2110,0.0912,0.1030,-0.0895,-0.2359,-0.3414,-0.3384,-0.4232,-0.5250,-0.4652,-0.5016,-0.5016,-0.5689,-0.6164,-0.9796,-1.0042,-0.9553,-0.9785,-1.0639,-1.0539,-1.1121,-0.9357,-0.9458,-0.9615,-0.9809,-1.1078,-1.1226,-1.1054,-1.1547,-1.2367,-1.2203,-1.3585
Canada,-0.0118%,-0.0121%,-0.0118%,-0.0118%,-0.0109%,-0.0107%,-0.0109%,-0.0107%,-0.0110%,84,81,81,83,82,82,81,77,77,5.00,5.11,5.29,5.26,5.00,5.14,4.92,4.92,4.68,25318,25167,25558,27555,30142,31081,31274,32430,5068,52669.0900,52635.1750,50955.9983,43596.1355,42315.6037,45129.3564,46454.7434,46326.6726,43258.1763,2.8199,2.8195,2.7515,2.8553,2.8614,2.7552,2.6221,2.568,2.72,1.7656,1.7889,1.7605,1.7617,1.7810,1.8571,1.7149,1.7313,1.6443,1.1130,1.0614,1.1755,1.2747,1.2561,1.1021,0.9791,1.0168,1.1092,1.7146,1.7393,1.8450,1.7177,1.7388,1.8897,1.7061,1.7162,1.5958,1.7635,1.7559,1.8906,1.8419,1.8413,1.8060,1.7566,1.7603,1.6551,1.4375,1.4535,1.4124,1.4671,1.4452,1.4777,1.4901,1.4319,1.4762
Cape Verde,,2.3256%,0.0000%,0.0000%,2.2727%,0.0000%,0.0000%,0.0000%,2.2222%,60,58,57,55,59,55,57,58,58,6.97,6.92,6.98,7.00,6.74,6.99,7.02,7.01,6.52,482,503,494,520,598,668,710,758,180,3447.4831,3616.0356,3588.6256,3043.0314,3130.9988,3292.6335,3617.3474,3603.7752,3064.2724,2.91,2.7033,4.186,4.0985,4.1987,3.436,3.7275,3.3934,3.25,0.1205,0.0968,0.0696,0.1672,0.1248,0.1633,0.3210,0.2921,0.2472,0.8091,0.7780,0.3508,0.8678,0.8862,0.7746,0.8458,0.8739,0.8808,0.0564,-0.1007,-0.1838,-0.2646,-0.2960,-0.2038,-0.2403,-0.2246,-0.0661,0.5241,0.5359,0.6347,0.5906,0.3474,0.4035,0.4442,0.5159,0.4879,0.9387,0.9160,0.9570,0.9439,0.9792,0.9681,0.9661,0.9407,0.9176
Chile,1.0356%,1.0191%,1.0088%,0.9987%,0.6990%,0.6942%,0.6894%,0.6847%,0.6800%,72,71,73,70,66,67,67,67,67,4.08,4.17,4.07,4.02,4.80,4.94,4.16,4.18,3.82,4397,4457,4601,5487,6712,7621,6603,5431,1311,15351.5407,15842.9365,14670.9889,13574.1692,13753.5921,14998.8171,15888.1444,14741.7144,13231.7042,2.2181,2.2761,2.444,2.5237,2.6067,2.5768,2.6617,2.3847,2.46,1.2639,1.2646,1.1612,1.0858,1.0104,0.9962,1.0755,1.0603,0.9887,0.3311,0.3637,0.4475,0.4334,0.4131,0.4171,0.4274,0.0079,0.0706,1.5385,1.4914,1.4944,1.3452,1.3731,1.3501,1.3355,1.2237,1.0521,1.3918,1.3677,1.4331,1.3440,1.1293,1.1492,1.0919,1.0746,1.0678,1.0769,1.1063,1.0559,1.0045,0.9957,1.0004,1.0241,0.9911,1.0161
China,0.9563%,0.9473%,0.9379%,0.9297%,0.9211%,0.9127%,0.9044%,0.8959%,0.8884%,39,40,36,37,40,41,39,41,42,6.02,6.07,6.06,6.05,6.70,6.53,6.02,6.59,6.76,132405,129078,128499,133820,141774,153260,158606,162538,30402,6316.9183,7050.6463,7678.5995,8066.9426,8147.9377,8879.4387,9976.6771,10216.6303,10500.3956,2.189,2.246,2.3116,2.4681,2.662,2.7271,2.6028,2.4327,2.37,0.0233,0.0035,0.3226,0.4076,0.3546,0.4138,0.4793,0.5170,0.6480,-0.5388,-0.5438,-0.5226,-0.5503,-0.4994,-0.2310,-0.3000,-0.2567,-0.2911,-0.2408,-0.2880,-0.2830,-0.2894,-0.2645,-0.1468,-0.1863,-0.2446,-0.0808,-0.5429,-0.5246,-0.4146,-0.4099,-0.3345,-0.2667,-0.2029,-0.2746,-0.0596,-1.6379,-1.6314,-1.6167,-1.6608,-1.5596,-1.5038,-1.4632,-1.6281,-1.6485
Colombia,-0.2209%,-0.2230%,-0.2235%,-0.2223%,-0.3309%,-0.3304%,-0.3331%,-0.3342%,-0.3337%,36,36,37,37,37,37,36,37,39,4.64,4.64,4.61,4.60,4.55,4.57,4.42,5.83,4.62,2434,2595,2866,3371,3675,4056,4397,4531,1396,8050.2554,8218.3478,8114.3439,6175.8760,5870.7780,6376.7067,6729.5833,6424.9795,5332.7735,2.2288,2.1647,2.1203,2.246,2.4078,2.4107,2.6124,2.4183,2.32,0.0229,0.0712,-0.1009,-0.0364,0.0152,-0.0751,-0.0860,0.0707,0.0403,-1.4018,-1.2920,-1.1146,-1.0691,-0.8825,-0.7727,-0.7969,-0.9495,-0.6736,0.4007,0.4029,0.4962,0.4654,0.4020,0.3411,0.3177,0.3966,0.3171,-0.3539,-0.4059,-0.2920,-0.2685,-0.2789,-0.3630,-0.4062,-0.4168,-0.4912,-0.0640,-0.0813,-0.0433,0.0039,0.1218,0.1125,0.1635,0.2048,0.1493
